domain,email,company_name,source,status,email_quality,notes
gmail.com,heartofgaprimarycare@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,mlpgmedical@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,ahmcvet@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,geoffconnermd@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,smwc9500@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,primetime.sjv@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,abmcvet@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,drjfrontdesk@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,optimalhealthmedcenter@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.comread,uppereastsidepediatrics@gmail.comread,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,tamcvetstaff@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,smfc3730@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.read,healthyyoumedical@gmail.read,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,texasprimarycare23@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,pauldechantmd@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,allenkantrowitz@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
clovergenetics.com,info@clovergenetics.com,Clovergenetics,manual_serp,extracted,high,from_serp_paste
yahoo.com,nwsmg@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,deepaksunila@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,carducc@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,mkmedgroup@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,gracepediatrics@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,evergreentclinic@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,tucstudentrunfreeclinic@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
yahoo.com,maplemedpeds@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,countrydoctorltd@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,visitingspecialistofohio@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,bellemedicalgroup@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,info@yahoo.com,Yahoo,manual_serp,extracted,high,from_serp_paste
gmail.com.read,claytonfamilymedicine@gmail.com.read,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,flhealthcenters@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,animalmedicalclinic1@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,ovmcrecords@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,drngrover@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,thegrandparkwayclinic@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,primaryfamilymedicineclinic@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,vizmountain@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,herrosalinda@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,bestcarefamilyclinic@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,dr.jennyling@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,contactkatyppc@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,lindafyoutube@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
yahoo.com,princesalinlin@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,janellrobinson1940@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,calidpcdocs@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,raulcabos@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,arefiev27@yahoo.com,Yahoo,manual_serp,extracted,low,from_serp_paste
yahoo.com,icaet@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
yahoo.com,quinnmcgowen@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
email.chop.edu,stewartm2@email.chop.edu,Email,manual_serp,extracted,low,from_serp_paste
gmail.com,nyimedpc@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,claiborneholdings@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,mayerfuneral@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,yourvmc1@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,azknappster@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,eleph1212@yahoo.com,Yahoo,manual_serp,extracted,low,from_serp_paste
gmail.com,therestorativeproject2020@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,afrihealthevents@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com,americanmedicalclinic1@yahoo.com,Yahoo,manual_serp,extracted,low,from_serp_paste
gmail.com,drkjoseph1@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,wpagemd.ame@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,baum5starhc@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,gpnmdrx@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,amcfvvet@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,scucmc@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,thebioethicssociety@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,daalonsomedical@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,snmfp.obfellowship@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,usfidprogram@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,thewashingtonparkclinic@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,rosewomensmedicalcenter@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
ohiohealth.com.read,patrick.wells@ohiohealth.com.read,Ohiohealth,manual_serp,extracted,medium,from_serp_paste
gmail.com,lighthouse.buffalo@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
northwell.edu,jsavino@northwell.edu,Northwell,manual_serp,extracted,medium,from_serp_paste
gmail.com,klblackburn63@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
yahoo.com,bobsurrusco@yahoo.com,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com,csulbmaps10@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
ohio.edu,ss699614@ohio.edu,Ohio,manual_serp,extracted,low,from_serp_paste
gmail.com.read,einaehwang@gmail.com.read,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,paulpinsonmd@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,immanuelfamilyclinic@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,vmcathenstx@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,judyyang0501@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com,animalmedicalnorth@gmail.com,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com,plantationmedicalclinic@gmail.com,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.read,southsidemedclinic@gmail.com.read,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.lindley,midoctoramedicalclinic@gmail.com.lindley,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.mi,midoctoramedicalclinic@gmail.mi,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.need,infinitemedicine@gmail.com.need,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.business,prestigemedicalclinic@gmail.com.business,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.about,mlloydmd@gmail.com.about,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.kansas,kansasrha1@gmail.com.kansas,Gmail,manual_serp,extracted,low,from_serp_paste
odh.ohio.gov.oklahoma,pcrh@odh.ohio.gov.oklahoma,Odh,manual_serp,extracted,medium,from_serp_paste
gmail.com.default,nypcare@gmail.com.default,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.location,adultmedical@gmail.com.location,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.send,santaclarafamilyclinic@gmail.com.send,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.alt,txavemedicalclinic@gmail.com.alt,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.walk,mypatientbalance@gmail.com.walk,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.other,vistasolclinic@gmail.com.other,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.phone,harborphysicians@gmail.com.phone,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com.john,ace2md@yahoo.com.john,Yahoo,manual_serp,extracted,low,from_serp_paste
gmail.com.elevage,emelrosecontacts@gmail.com.elevage,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.we,1901clinic@gmail.com.we,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.your,carterswalkinandurgentcare@gmail.com.your,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.cochran,heartofgaprimarycare@gmail.com.cochran,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.office,mlpgmedical@gmail.com.office,Gmail,manual_serp,extracted,medium,from_serp_paste
read,chmanutri@...read,Read,manual_serp,extracted,medium,from_serp_paste
yahoo.com.phone,ahmcvet@yahoo.com.phone,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com.read,smwc9500@gmail.com.read,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.hours,optimalhealthmedcenter@gmail.com.hours,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.powered,texasprimarycare23@gmail.com.powered,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.dr,pauldechantmd@gmail.com.dr,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.other,allenkantrowitz@gmail.com.other,Gmail,manual_serp,extracted,medium,from_serp_paste
clovergenetics.com.clover,info@clovergenetics.com.clover,Clovergenetics,manual_serp,extracted,high,from_serp_paste
yahoo.com.primary,nwsmg@yahoo.com.primary,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com.visitor,mkmedgroup@gmail.com.visitor,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.sitemap,evergreentclinic@gmail.com.sitemap,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com.office,maplemedpeds@yahoo.com.office,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com.feel,countrydoctorltd@gmail.com.feel,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.office,flhealthcenters@gmail.com.office,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com..hours,animalmedicalclinic1@gmail.com..hours,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.healthcare,drngrover@gmail.com.healthcare,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.send,primaryfamilymedicineclinic@gmail.com.send,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.your,vizmountain@gmail.com.your,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.ms,herrosalinda@gmail.com.ms,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.read,bestcarefamilyclinic@gmail.com.read,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.address,dr.jennyling@gmail.com.address,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.please,janellrobinson1940@gmail.com.please,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.florida,raulcabos@gmail.com.florida,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com.new,arefiev27@yahoo.com.new,Yahoo,manual_serp,extracted,low,from_serp_paste
yahoo.com.suny,icaet@yahoo.com.suny,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com.any,nyimedpc@gmail.com.any,Gmail,manual_serp,extracted,medium,from_serp_paste
yahoo.com.resthaven,claiborneholdings@yahoo.com.resthaven,Yahoo,manual_serp,extracted,medium,from_serp_paste
gmail.com.about,mayerfuneral@gmail.com.about,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.whether,baum5starhc@gmail.com.whether,Gmail,manual_serp,extracted,low,from_serp_paste
gmail.com.call,gpnmdrx@gmail.com.call,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.address,amcfvvet@gmail.com.address,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.advisor,thebioethicssociety@gmail.com.advisor,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.office,rosewomensmedicalcenter@gmail.com.office,Gmail,manual_serp,extracted,low,from_serp_paste
northwell.edu.region,jsavino@northwell.edu.region,Northwell,manual_serp,extracted,medium,from_serp_paste
gmail.com.region,klblackburn63@gmail.com.region,Gmail,manual_serp,extracted,low,from_serp_paste
yahoo.com.click,bobsurrusco@yahoo.com.click,Yahoo,manual_serp,extracted,medium,from_serp_paste
ohio.edu.esther,ss699614@ohio.edu.esther,Ohio,manual_serp,extracted,low,from_serp_paste
gmail.com.contact,paulpinsonmd@gmail.com.contact,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.like,vmcathenstx@gmail.com.like,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.address,animalmedicalnorth@gmail.com.address,Gmail,manual_serp,extracted,medium,from_serp_paste
gmail.com.site,plantationmedicalclinic@gmail.com.site,Gmail,manual_serp,extracted,low,from_serp_paste
tafp.org,tafp@tafp.org,Tafp,manual_serp,crawled,medium,domain_only_in_serp; crawled
hog-pc.com,,Hog-Pc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
baum5starhealthcare.com,,Baum5Starhealthcare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
logo.read,,Logo,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
mindgarden.com,,Mindgarden,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
att.net,,Att,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
endocrinecarespecialist.com,,Endocrinecarespecialist,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
health.usf.edu,,Health,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
soarfamilymed.com,soarfamilymed@gmail.com,Soarfamilymed,manual_serp,crawled,medium,domain_only_in_serp; crawled
vistasolmedicalgroup.com,vistasolclinic@gmail.com,Vistasolmedicalgroup,manual_serp,crawled,medium,domain_only_in_serp; crawled
lindleymedical.com,,Lindleymedical,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
mynfim.com,nfimgmv@gmail.com,Mynfim,manual_serp,crawled,medium,domain_only_in_serp; crawled
ufcremote.com,info@mydomain.com,Ufcremote,manual_serp,crawled,high,domain_only_in_serp; crawled
foxvalleyimmediatecare.com,info@examplemail.edu,Foxvalleyimmediatecare,manual_serp,crawled,low,domain_only_in_serp; crawled
familyhealthsvc.com,familydr.brown@gmail.com,Familyhealthsvc,manual_serp,crawled,medium,domain_only_in_serp; crawled
animalmedicalcenterav.com,animalmedicalcenterav@gmail.com,Animalmedicalcenterav,manual_serp,crawled,low,domain_only_in_serp; crawled
myself.read,,Myself,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
amcvalencia.com,,Amcvalencia,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
onlinelibrary.wiley.com,,Onlinelibrary,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
icon.png,,Icon,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
evergreentclinic.com,evergreentclinic@gmail.com,Evergreentclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
southlakemedicalcenter.com,southlakemed@yahoo.com,Southlakemedicalcenter,manual_serp,crawled,medium,domain_only_in_serp; crawled
nycms.org,,Nycms,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
greateratlantapediatrics.com,,Greateratlantapediatrics,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
tamcwacovet.com,tamcvetstaff@gmail.com,Tamcwacovet,manual_serp,crawled,medium,domain_only_in_serp; crawled
mmclc.org,,Mmclc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
baytownoccupationalfamily.com,drfnazari@gmail.com,Baytownoccupationalfamily,manual_serp,crawled,medium,domain_only_in_serp; crawled
countrydoctorltd.com,,Countrydoctorltd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
moffitt.org,patientinput@moffitt.org,Moffitt,manual_serp,crawled,medium,domain_only_in_serp; crawled
live.com,,Live,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
gardnerhealthservices.org,info@gfhn.org,Gardnerhealthservices,manual_serp,crawled,high,domain_only_in_serp; crawled
credenzahealth.com,,Credenzahealth,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nwsmg.net,nwsmg@yahoo.com,Nwsmg,manual_serp,crawled,medium,domain_only_in_serp; crawled
agapefamilyclinic.com,,Agapefamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
tu.edu,info@tu.edu,Tu,manual_serp,crawled,high,domain_only_in_serp; crawled
worlein.com,test@gmail.com,Worlein,manual_serp,crawled,low,domain_only_in_serp; crawled
yourfreedomfamily.com,,Yourfreedomfamily,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
hours.read,,Hours,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
outlook.com,,Outlook,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
center.our,,Center,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
lighthouse.buffalo,,Lighthouse,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
dfwmedicalclinic.com,,Dfwmedicalclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
snmfp.obfellowship,,Snmfp,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
plantationmedicalclinic.org,plantationmedicalclinic@gmail.com,Plantationmedicalclinic,manual_serp,crawled,low,domain_only_in_serp; crawled
adultmedclinic.com,sunvalleymedicalclinic@gmail.com,Adultmedclinic,manual_serp,crawled,low,domain_only_in_serp; crawled
healthmedcenter.net,hmcreceptionist@gmail.com,Healthmedcenter,manual_serp,crawled,medium,domain_only_in_serp; crawled
amcoforlando.com,staffofamc@gmail.com,Amcoforlando,manual_serp,crawled,medium,domain_only_in_serp; crawled
synergytoledo.com,synergypcwaa@gmail.com,Synergytoledo,manual_serp,crawled,medium,domain_only_in_serp; crawled
samaritanaclinics.com,samaritanamedicalclinics@gmail.com,Samaritanaclinics,manual_serp,crawled,low,domain_only_in_serp; crawled
primetime.sjv,,Primetime,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
houstonmedicalcenterdental.com,tmcdental02@yahoo.com,Houstonmedicalcenterdental,manual_serp,crawled,low,domain_only_in_serp; crawled
narhc.org,,Narhc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
hmcdoctors.feedback,,Hmcdoctors,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
totalcarmedicalclinic.org,,Totalcarmedicalclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
stpetedirectprimarycare.com,,Stpetedirectprimarycare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
marcusdbrownfuneralhome.com,marcusdbrownfuneralhome@gmail.com,Marcusdbrownfuneralhome,manual_serp,crawled,low,domain_only_in_serp; crawled
elshaddaifamilyclinic.com,,Elshaddaifamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
fau.edu,,Fau,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
yourfamilywalkinclinic.com,mypatientbalance@gmail.com,Yourfamilywalkinclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
medicine.buffalo.edu,,Medicine,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
omnimedicalcenter.com,omnimedicalcenterfrontdesk@gmail.com,Omnimedicalcenter,manual_serp,crawled,low,domain_only_in_serp; crawled
csulb.edu,webhelp@csulb.edu,Csulb,manual_serp,crawled,medium,domain_only_in_serp; crawled
med.upenn.edu,,Med,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
emergencies.read,,Emergencies,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
americanmedicalclinics.org,,Americanmedicalclinics,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
rosewomenshealthcenter.com,,Rosewomenshealthcenter,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
northrichardsonfamilyclinic.com,,Northrichardsonfamilyclinic,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
flhealthcenters.com,flhealthcenters@gmail.com,Flhealthcenters,manual_serp,crawled,medium,domain_only_in_serp; crawled
nyipp.com,,Nyipp,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
grandparkwayclinic.com,info@domainname.com,Grandparkwayclinic,manual_serp,crawled,high,domain_only_in_serp; crawled
rocketmail.com,,Rocketmail,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
healow.read,,Healow,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
amginternalmed.com,amgalazar@gmail.com,Amginternalmed,manual_serp,crawled,medium,domain_only_in_serp; crawled
google.com,press@google.com,Google,manual_serp,crawled,low,domain_only_in_serp; crawled
suburbanmedical.org,,Suburbanmedical,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
physician.read,,Physician,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
cypressfamilyclinic.com,cypressfamilyclinic@gmail.com,Cypressfamilyclinic,manual_serp,crawled,medium,domain_only_in_serp; crawled
harborphysicians.com,harborphysicians@gmail.com,Harborphysicians,manual_serp,crawled,medium,domain_only_in_serp; crawled
shivanihealthcareofgeorgia.com,shivanihealthcareofgeorgia@gmail.com,Shivanihealthcareofgeorgia,manual_serp,crawled,low,domain_only_in_serp; crawled
premiermedicalclinics.com,info@premiermedicalclinics.com,Premiermedicalclinics,manual_serp,crawled,high,domain_only_in_serp; crawled
gpnmd.com,gpnmdrx@gmail.com,Gpnmd,manual_serp,crawled,medium,domain_only_in_serp; crawled
texasprimarycare.us,,Texasprimarycare,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
coastal-primary-care.com,info@coastal-primary-care.com,Coastal-Primary-Care,manual_serp,crawled,high,domain_only_in_serp; crawled
capanet.org,capa@capanet.org,Capanet,manual_serp,crawled,medium,domain_only_in_serp; crawled
7.read,,7,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
go.definitivehc.com,,Go,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
yourvmc.com,yourvmc1@gmail.com,Yourvmc,manual_serp,crawled,low,domain_only_in_serp; crawled
wpagemd.ame,,Wpagemd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
doctordevries.com,devries.arnp@gmail.com,Doctordevries,manual_serp,crawled,medium,domain_only_in_serp; crawled
optimalhealthworld.net,,Optimalhealthworld,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nysurgassoc.org,,Nysurgassoc,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nmcsd.ombudsman,,Nmcsd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
784-0558.read,,784-0558,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
jtfamilycare.com,jtfamilycareoffice@gmail.com,Jtfamilycare,manual_serp,crawled,medium,domain_only_in_serp; crawled
naturalclinicmd.com,,Naturalclinicmd,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
nature.com,,Nature,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
cartersurgentcare.com,carterswalkinandurgentcare@gmail.com,Cartersurgentcare,manual_serp,crawled,low,domain_only_in_serp; crawled
bellemedicalgroup.com,,Bellemedicalgroup,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
asipp.org,asipp@asipp.org,Asipp,manual_serp,crawled,medium,domain_only_in_serp; crawled
primarycarehouston.org,filler@godaddy.com,Primarycarehouston,manual_serp,crawled,medium,domain_only_in_serp; crawled
vmcathens.com,vmcathenstx@gmail.com,Vmcathens,manual_serp,crawled,medium,domain_only_in_serp; crawled
areaofficeonaging.com,,Areaofficeonaging,manual_serp,extracted,low,domain_only_in_serp; crawl:no_email
amccarp.com,animalmedicalclinic1@gmail.com,Amccarp,manual_serp,crawled,low,domain_only_in_serp; crawled
